name,lat,lng,status,npsn,bentuk,telp,alamat,kelurahan,kecamatan
SDN 154 CITEPUS KOTA BANDUNG,-6.902200000000,107.588700000000,Negeri,20245541,SD,0226006312,Jl. Astana Eyang,Pajajaran,Kec. Cicendo
SDN 155 GUNUNG RAHAYU KOTA BANDUNG,-6.890500000000,107.569500000000,Negeri,20245570,SD,0226027644,Jl. Mentor No.67 Kelurahan Sukaraja Kecamatan Cicendo,Sukaraja,Kec. Cicendo
SDN 156 PASIRKALIKI KOTA BANDUNG,-6.893000000000,107.564600000000,Negeri,20245737,SD,,Jl. Babakan Cianjur No. 81,Sukaraja,Kec. Cicendo
SDN 158 BABAKAN SARI BABAKAN SURABAYA KOTA BANDUNG,-6.921600000000,107.646200000000,Negeri,20245452,SD,081294812887,Jl. Babakan Sari I No.173,Babakan Sari,Kec. Kiaracondong
SDN 159 SEKEJATI KOTA BANDUNG,-6.940500000000,107.653500000000,Negeri,20245762,SD,,Jl. Cidurian Utara No.22,Sukapura,Kec. Kiaracondong
SDN 160 SUKALAKSANA KOTA BANDUNG,-6.910500000000,107.647400000000,Negeri,20245797,SD,0227216834,Jl. Sukakarya No.109 Cicaheum,Cicaheum,Kec. Kiaracondong
SDN 161 SUKAPURA KOTA BANDUNG,-6.930100000000,107.649300000000,Negeri,20245805,SD,0227333050,Jl. Terusan PSM No.1,Sukapura,Kec. Kiaracondong
SDN 162 WARUNGJAMBU KIARACONDONG KOTA BANDUNG,-6.929600000000,107.645600000000,Negeri,20245836,SD,,Jl. Warung Jambu No.28,Kebon Kangkung,Kec. Kiaracondong
SDN 163 BUAHBATU BARU KOTA BANDUNG,-6.946900000000,107.632500000000,Negeri,20245022,SD,087766647788,Jl. Buahbatu No. 273,Turangga,Kec. Lengkong
SDN 164 KARANGPAWULANG KOTA BANDUNG,-6.939100000000,107.628500000000,Negeri,20245036,SD,87352601,Jalan Karawitan No. 81,Turangga,Kec. Lengkong
SDN 165 JATIHANDAP KOTA BANDUNG,-6.898300000000,107.656900000000,Negeri,20245596,SD,0227235514,Jl. Jatihandap Gg. Masjid,Jatihandap,Kec. Mandalajati
SDN 166 CIATEUL KOTA BANDUNG,-6.931800000000,107.611800000000,Negeri,20245146,SD,0225211958,Jl. Ibu Inggit Garnasih No.159,Pungkur,Kec. Regol
SDN 167 MENGGER GIRANG KOTA BANDUNG,-6.951900000000,107.616700000000,Negeri,20245229,SD,02242821008,Jl. Mengger Girang III No. 4,Pasirluyu,Kec. Regol
SDN 168 CIPADUNG KOTA BANDUNG,-6.924700000000,107.716100000000,Negeri,20245500,SD,0227815028,Jl. Embah Jaksa No. 145 B,Cipadung,Kec. Cibiru
SDN 169 PELITA KOTA BANDUNG,-6.922700000000,107.719900000000,Negeri,20245747,SD,02263700432,Jl. Desa Cipadung Cibiru,Cipadung,Kec. Cibiru
SDN 170 DIAN KOTA BANDUNG,-6.898800000000,107.588900000000,Negeri,20245564,SD,0226630036,Jl. Budi No. 26,Sukaraja,Kec. Cicendo
SDN 171 LANUMA HUSEIN KOTA BANDUNG,-6.893800000000,107.583500000000,Negeri,20245709,SD,0226020574,Jl. Sukawarna No. 3,Pajajaran,Kec. Cicendo
SDN 172 ANDIR KIDUL KOTA BANDUNG,-6.913900000000,107.695500000000,Negeri,20245439,SD,0227832462,Jl. A.H Nasution No. 38 A,Pakemitan,Kec. Cinambo
SDN 173 NEGLASARI KOTA BANDUNG,-6.891500000000,107.623800000000,Negeri,20245717,SD,02220454628,"Jl. Kp. PAsirkaliki Barat, RT 04/15",Sadang Serang,Kec. Coblong
SDN 174 PASIR IMPUN KOTA BANDUNG,-6.898300000000,107.673800000000,Negeri,20245733,SD,0227216482,Jl. Pasir Impun No. 23,Karang Pamulang,Kec. Mandalajati
SDN 175 TANJAKAN KOTA BANDUNG,-6.891000000000,107.663200000000,Negeri,20245816,SD,02287772110,Jl. Jatihandap No. 64,Jatihandap,Kec. Mandalajati
SDN 176 CILANDAK KOTA BANDUNG,-6.875600000000,107.580500000000,Negeri,20245918,SD,02282027171,Jl. Sarijadi Blok I,Sarijadi,Kec. Sukasari
SDN 177 CIPEDES KOTA BANDUNG,6.869200000000,107.587800000000,Negeri,20245919,SD,0222012267,Jl. Setrasari Tengah No.15,Sukarasa,Kec. Sukasari
SDN 178 GEGERKALONG KPAD KOTA BANDUNG,-6.866500000000,107.581800000000,Negeri,20244861,SD,0222002945,Jl. Manunggal KPAD,Gegerkalong,Kec. Sukasari
SDN 179 SARIJADI KOTA BANDUNG,-6.880726400000,107.574930900000,Negeri,20244903,SD,0222002135,Jl. Sarimanis Blok 17,Sarijadi,Kec. Sukasari
SDN 180 PRAKARSA NUGRAHA KOTA BANDUNG,-6.929683000000,107.668124600000,Negeri,20245754,SD,0227335197,Jl. Parakan Saat No. 45,Cisaranten Endah,Kec. Arcamanik
SDN 181 SUKAMISKIN KOTA BANDUNG,-6.910800000000,107.679100000000,Negeri,20245804,SD,,Jl. Terusan Pesantren No 86,Sukamiskin,Kec. Arcamanik
SDN 182 PERUMNAS CIJERAH KOTA BANDUNG,-6.936800000000,107.561300000000,Negeri,20244899,SD,02220561355,Jl. Cijerah Barat No. 04,Cijerah,Kec. Bandung Kulon
SDN 183 SAYURAN KOTA BANDUNG,-6.923300000000,107.573500000000,Negeri,20244910,SD,02270766373,Jl. Sindangsari Kp. Sayuran No. 36,Cijerah,Kec. Bandung Kulon
SDN 184 BUAHBATU KOTA BANDUNG,-6.951000000000,107.640800000000,Negeri,20246396,SD,0227512567,Jl. Ibrahim Adjie No.65,Cijaura,Kec. Buahbatu
SDN 186 CIPADUNG KOTA BANDUNG,-6.931600000000,107.713800000000,Negeri,20245498,SD,0227814156,"Jl. A.H. Nasution No.71 Km.13,5 Cibiru",Cipadung,Kec. Cibiru
SDN 187 LANUMA HUSEIN KOTA BANDUNG,-6.899000000000,107.586400000000,Negeri,20245707,SD,02220562651,Jl. L.M.U Suparmin No.1 RT 02 RW 02,Pajajaran,Kec. Cicendo
SDN 188 BANDUNG BARU KOTA BANDUNG,-6.863900000000,107.607100000000,Negeri,20245106,SD,,Jl. Bukit Raya Selatan No.298,Ciumbuleuit,Kec. Cidadap
SDN 189 NEGLASARI KOTA BANDUNG,-6.888461500000,107.625326500000,Negeri,20245718,SD,0222535704,Jl. Raya Sadang Serang,Sekeloa,Kec. Coblong
SDN 190 CISARANTEN KIDUL KOTA BANDUNG,-6.944500000000,107.685200000000,Negeri,20245505,SD,,Jl. Riung Bakti 1,Cisaranten Kidul,Kec. Gedebage
SDN 191 BABAKAN SURABAYA KOTA BANDUNG,-6.918900000000,107.644800000000,Negeri,20245464,SD,0227231655,Jl. Ibrahim Adjie Belakang No.147,Babakan Sari,Kec. Kiaracondong
SDN 192 CIBURUY KOTA BANDUNG,-6.956100000000,107.614500000000,Negeri,20245148,SD,0,Jl. Ciburuy Kav. 59,Ciseureuh,Kec. Regol
SDN 193 CARINGIN KOTA BANDUNG,-6.889600000000,107.585900000000,Negeri,20245126,SD,,Jl. Sukamulya No.46,Sukagalih,Kec. Sukajadi
SDN 194 SUKAJADI KOTA BANDUNG,-6.883300000000,107.594600000000,Negeri,20244926,SD,0222060300,Jl. Karang Tineung No. 5A,Cipedes,Kec. Sukajadi
SDN 195 ISOLA KOTA BANDUNG,-6.863900000000,107.592200000000,Negeri,20244878,SD,0222017869,Jl. Gegerkalong Girang No.12,Isola,Kec. Sukasari
SDN 196 SUKARASA KOTA BANDUNG,-6.865637800000,107.587933300000,Negeri,20244929,SD,0222010421,Jl. Pak Gatot V KPAD,Gegerkalong,Kec. Sukasari
SDN 197 KARANG TARUNA KARANGSARI KOTA BANDUNG,-6.912300000000,107.579600000000,Negeri,20245215,SD,,Jl. Halteu Utara No. 149,Dungus Cariang,Kec. Andir
SDN 198 MEKARJAYA KOTA BANDUNG,-6.922300000000,107.680200000000,Negeri,20245715,SD,7814496,Jl. Cisaranten Baru N0. 21,Cisaranten Kulon,Kec. Arcamanik
SDN 199 SAYURAN KOTA BANDUNG,-6.923400000000,107.573900000000,Negeri,20244909,SD,0226003887,Kp. Sayuran No. 74,Cijerah,Kec. Bandung Kulon
SDN 200 LEUWIPANJANG KOTA BANDUNG,-6.944000000000,107.599500000000,Negeri,20244980,SD,02263173426,Jl. Muarasari Raya No. 49,Kebon Lega,Kec. Bojong Loa Kidul
SDN 201 SUKALUYU KOTA BANDUNG,-6.895300000000,107.631900000000,Negeri,20245280,SD,0222512610,Jl. Rereng Adumanis No.2A,Sukaluyu,Kec. Cibeunying Kaler
SDN 202 SURYALAYA KOTA BANDUNG,-6.944400000000,107.625300000000,Negeri,20245094,SD,02287352335,Jl. Surya Indah No.81,Cijagra,Kec. Lengkong
SDN 203 KACAPIRING KOTA BANDUNG,-6.923400000000,107.636300000000,Negeri,20244880,SD,,Jl. Sukabumi Dalam No. 3,Kacapiring,Kec. Batununggal
